title,avg_rating,rating_count,bias_score,is_underserved
"Agony and the Ecstasy, The (1965)",3.34,199,-0.23,0
Butch and Sundance: The Early Days (1979),2.7,52,-0.51,0
It Happened to Jane (1959),3.27,37,-0.16,0
Once Upon a Forest (1993),2.92,113,-0.47,0
Twentieth Century (1934),3.68,209,-0.04,0
My Sister Eileen (1955),3.31,57,-0.18,0
Chronicles (Crónicas) (2004),3.38,77,-0.16,0
"Green Berets, The (1968)",2.76,138,-0.55,0
Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) (1958),3.92,567,-0.01,0
"Violent Cop (Sono otoko, kyôbô ni tsuki) (1989)",3.58,209,-0.08,0
Four Shades of Brown (Fyra nyanser av brunt) (2004),3.4,31,-0.08,0
Brian's Song (1971),3.66,137,-0.03,0
Thriller: A Cruel Picture (Thriller - en grym film) (1974),2.98,98,-0.45,0
Cube Zero (2004),3.1,1166,-0.44,0
Julia (1977),3.55,155,-0.08,0
Save the Green Planet! (Jigureul jikyeora!) (2003),3.47,221,-0.18,0
"Snake of June, A (Rokugatsu no hebi) (2002)",3.2,60,-0.25,0
Thirty Seconds Over Tokyo (1944),3.38,124,-0.19,0
Vares: Private Eye (Vares - Yksityisetsivä) (2004),3.01,63,-0.34,0
The 3 Penny Opera (1931),3.63,51,0.03,1
"Boys & Girl from County Clare, The (a.k.a. The Boys from County Clare) (2003)",3.27,32,-0.15,0
Ice Princess (2005),3.13,624,-0.4,0
Melinda and Melinda (2004),3.26,807,-0.33,0
Miss Congeniality 2: Armed and Fabulous (2005),2.6,2093,-0.71,0
Guess Who (2005),3.03,895,-0.46,0
D.E.B.S. (2004),3.03,374,-0.43,0
"League of Ordinary Gentlemen, A (2004)",2.83,309,-0.57,0
Incident at Loch Ness (2004),3.1,100,-0.34,0
"River, The (1951)",3.59,131,-0.05,0
Yanks (1979),3.0,41,-0.34,0
Paradise Alley (1978),2.5,36,-0.55,0
Barbary Coast (1935),3.09,35,-0.26,0
Stella Dallas (1937),3.58,130,-0.06,0
"Thief and the Cobbler, The (a.k.a. Arabian Knight) (1995)",3.59,133,-0.05,0
Panic in the Streets (1950),3.58,155,-0.07,0
Call Northside 777 (1948),3.5,186,-0.17,0
Young Torless (1966),3.37,46,-0.13,0
Bells Are Ringing (1960),3.34,84,-0.19,0
Finian's Rainbow (1968),2.96,110,-0.46,0
"Toolbox Murders, The (1978)",2.54,65,-0.57,0
"Sword of Doom, The (Dai-bosatsu tôge) (1966)",3.89,345,0.0,1
800 Bullets (800 Balas) (2002),3.09,88,-0.33,0
Attack of the Mushroom People (Matango) (1963),3.11,64,-0.3,0
If Looks Could Kill (1991),2.75,40,-0.47,0
Greedy (1994),2.93,103,-0.47,0
Carmen (1983),3.49,45,-0.08,0
My Neighbors the Yamadas (Hôhokekyo tonari no Yamada-kun) (1999),3.61,230,-0.07,0
Knockin' on Heaven's Door (1997),4.02,1033,0.01,1
City of Hope (1991),3.59,64,-0.01,0
We're No Angels (1955),3.69,268,-0.05,0
Ruggles of Red Gap (1935),3.48,43,-0.08,0
Greetings (1968),2.61,32,-0.5,0
End of the Century: The Story of the Ramones (2003),3.62,82,-0.01,0
Love Letter (1995) ,3.94,63,0.1,1
Natural City (2003),2.92,50,-0.42,0
This Sporting Life (1963),3.61,67,-0.0,0
"Touch of Zen, A (Xia nu) (1971)",3.57,120,-0.06,0
Walker (1987),3.52,40,0.0,1
Zu: Warriors from the Magic Mountain (Xin shu shan jian ke) (1983),2.95,49,-0.41,0
The Earrings of Madame de... (1953),3.91,248,0.02,1
Speedy (1928),3.4,47,-0.11,0
Invasion of Astro-Monster (Godzilla vs. Monster Zero) (Kaijû daisensô) (1965),3.07,48,-0.29,0
Harvie Krumpet (2003),3.73,228,-0.03,0
"Wild Parrots of Telegraph Hill, The (2003)",3.8,303,-0.01,0
"Ballad of Jack and Rose, The (2005)",3.26,215,-0.28,0
Sin City (2005),3.76,28782,-0.12,0
Beauty Shop (2005),2.78,337,-0.58,0
Look at Me (Comme une image) (2004),3.41,175,-0.19,0
Dust to Glory (2005),3.41,43,-0.11,0
Sahara (2005),3.07,2514,-0.48,0
Fever Pitch (2005),3.17,1495,-0.41,0
Eros (2004),2.99,82,-0.44,0
Winter Solstice (2004),2.68,38,-0.49,0
Eye of the Tiger (1986),2.53,48,-0.55,0
"Krakatoa, East of Java (1969)",2.53,33,-0.52,0
Rhinestone (1984),1.88,132,-0.78,0
Electra Glide in Blue (1973),3.36,103,-0.19,0
Bring on the Night (1985),3.57,45,0.01,1
"Special Day, A (Giornata particolare, Una) (1977)",3.91,166,0.04,1
"Foul King, The (Banchikwang) (2000)",3.23,30,-0.17,0
"Man Who Planted Trees, The (Homme qui plantait des arbres, L') (1987)",4.03,355,0.05,1
Tanguy (2001),3.07,74,-0.33,0
National Lampoon's Lady Killers (National Lampoon's Gold Diggers) (2003),2.01,73,-0.7,0
Blind Horizon (2003),3.06,78,-0.34,0
Islands in the Stream (1977),3.23,35,-0.19,0
Blood on Satan's Claw (a.k.a. Satan's Skin) (1971),3.25,78,-0.24,0
Blue (1993),3.68,57,0.04,1
Burn! (Queimada) (1969),3.58,31,0.05,1
Battle of the Bulge (1965),3.42,161,-0.19,0
"Little Girl Who Lives Down the Lane, The (1976)",3.4,196,-0.21,0
Arabian Nights (Il fiore delle mille e una notte) (1974),3.42,83,-0.15,0
Age of Consent (1969),2.8,47,-0.46,0
Oedipus Rex (Edipo re) (1967),3.17,48,-0.25,0
Ringu 0: Bâsudei (2000),2.96,151,-0.48,0
Brothers (Brødre) (2004),3.58,198,-0.08,0
Hawaii (1966),3.25,63,-0.21,0
Loners (Samotári) (2000),3.58,37,0.03,1
"Red Desert (Deserto rosso, Il) (1964)",3.83,278,-0.0,0
Maidens in Uniform (Mädchen in Uniform) (1931),3.77,50,0.09,1
Diary of a Lost Girl (Tagebuch einer Verlorenen) (1929),3.45,50,-0.1,0
Sexmission (Seksmisja) (1984),3.68,316,-0.06,0
44 Minutes: The North Hollywood Shoot-Out (2003),2.98,47,-0.4,0
Macbeth (1948),3.41,81,-0.15,0
Vincent (1982),3.88,817,-0.03,0
Waterloo Bridge (1940),3.79,79,0.06,1
"Sorrow and the Pity, The (Le chagrin et la pitié) (1969)",4.03,169,0.09,1
With Six You Get Eggroll (1968),3.17,72,-0.27,0
"Move Over, Darling (1963)",3.24,44,-0.21,0
Holiday (Jour de fête) (1949),3.57,119,-0.06,0
"Big Store, The (1941)",3.24,96,-0.26,0
Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962),3.95,767,-0.02,0
"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",3.73,1082,-0.09,0
Whisky (2004),3.42,55,-0.12,0
"Ascent, The (Voskhozhdeniye) (1977)",4.0,185,0.04,1
Carrie (2002),2.95,285,-0.51,0
Boccaccio '70 (1962),3.37,45,-0.13,0
Control (2004),2.92,59,-0.43,0
Life Is Sweet (1990),3.77,249,-0.01,0
Let Him Have It (1991),3.38,37,-0.1,0
Black Rain (Kuroi ame) (1989),3.55,33,0.03,1
Clean (2004),3.38,81,-0.17,0
"Hitchhiker's Guide to the Galaxy, The (2005)",3.45,13186,-0.3,0
Barefoot (Barfuss) (2005),3.71,152,-0.01,0
Dark Habits (Entre tinieblas) (1983),3.42,66,-0.13,0
"Eiger Sanction, The (1975)",3.19,314,-0.35,0
F for Fake (Vérités et mensonges) (1973),3.74,473,-0.06,0
Love Comes Softly (2003),3.67,82,0.01,1
"Amityville Horror, The (2005)",2.93,1602,-0.58,0
Phantom Lady (1944),3.45,51,-0.1,0
Act of Violence (1948),3.52,64,-0.03,0
Miracle in Milan (Miracolo a Milano) (1951),3.84,82,0.07,1
Before the Fall (NaPolA - Elite für den Führer) (2004),3.68,201,-0.04,0
"Frisco Kid, The (1979)",3.32,144,-0.23,0
"Year of the Yao, The (2004)",3.48,54,-0.09,0
House of D (2004),3.29,141,-0.25,0
Palindromes (2004),3.47,487,-0.22,0
"Lot Like Love, A (2005)",3.43,1002,-0.26,0
King's Ransom (2005),2.17,38,-0.64,0
"Game of Their Lives, The (2005)",3.13,31,-0.23,0
Enron: The Smartest Guys in the Room (2005),3.95,1906,-0.04,0
xXx: State of the Union (2005),2.35,1495,-0.79,0
Kingdom of Heaven (2005),3.49,5346,-0.27,0
House of Wax (2005),2.43,1647,-0.78,0
Crash (2004),3.72,14396,-0.14,0
Jiminy Glick in La La Wood (2004),2.07,62,-0.69,0
Mysterious Skin (2004),3.81,1675,-0.07,0
Mischief (1985),3.02,91,-0.36,0
Jubal (1956),3.2,35,-0.2,0
Viva María! (1965),2.86,61,-0.46,0
San Francisco (1936),3.53,77,-0.05,0
Earth (Zemlya) (1930),3.32,74,-0.19,0
Torments (El) (This Strange Passion) (1953),3.72,37,0.09,1
"Bitch, The (La chienne) (1931)",3.69,49,0.05,1
"Private Lives of Elizabeth and Essex, The (1939)",3.08,38,-0.27,0
"Search, The (1948)",3.36,37,-0.11,0
Satan's Tango (Sátántangó) (1994),3.96,189,0.04,1
"Taste of Tea, The (Cha no aji) (2004)",3.83,172,0.03,1
Kes (1969),3.86,334,-0.0,0
Vampire Hunter D (1985),3.4,243,-0.21,0
Buying the Cow (2002),2.75,58,-0.5,0
"Cocoanuts, The (1929)",3.73,323,-0.04,0
"Bridge, The (Brücke, Die) (1959)",3.7,54,0.05,1
Road House (1948),3.05,51,-0.31,0
Kids Return (Kizzu ritân) (1996),3.8,71,0.07,1
Off the Map (2003),3.7,183,-0.02,0
"Adventurer, The (1917)",3.58,55,-0.0,0
Crackerjack (2002),3.39,83,-0.16,0
Solino (2002),3.61,32,0.06,1
Dear Wendy (2005),3.34,212,-0.24,0
"List of Adrian Messenger, The (1963)",3.4,34,-0.09,0
Los Angeles Plays Itself (2003),3.84,74,0.08,1
Unleashed (Danny the Dog) (2005),3.48,1951,-0.26,0
"Ugly, Dirty and Bad (Brutti sporchi e cattivi) (1976)",3.8,194,0.01,1
Léolo (1992),3.53,152,-0.08,0
DuckTales: The Movie - Treasure of the Lost Lamp (1990),3.27,248,-0.28,0
Samaritan Girl (Samaria) (2004),3.55,155,-0.08,0
Star Wars: Episode III - Revenge of the Sith (2005),3.39,25425,-0.33,0
Kicking & Screaming (2005),2.67,750,-0.66,0
Monster-in-Law (2005),2.8,1256,-0.63,0
Deep Blue (2003),3.52,147,-0.08,0
"Snow Walker, The (2003)",3.61,150,-0.05,0
Divorce - Italian Style (Divorzio all'italiana) (1961),3.82,304,-0.01,0
Carefree (1938),3.44,35,-0.07,0
9 Songs (2004),2.85,462,-0.57,0
"Uninvited, The (1944)",3.38,144,-0.2,0
Bad Guy (Nabbeun namja) (2001),3.6,157,-0.06,0
Simon (2004),3.63,115,-0.03,0
Madagascar (2005),3.36,9947,-0.34,0
Somersault (2004),3.49,145,-0.16,0
Airborne (1993),2.83,74,-0.49,0
Mad Hot Ballroom (2005),3.85,642,-0.03,0
Dominion: Prequel to the Exorcist (2005),2.36,191,-0.71,0
"Longest Yard, The (2005)",3.08,3297,-0.48,0
Saving Face (2004),3.76,420,-0.04,0
Cinderella Man (2005),3.84,7385,-0.09,0
"Sisterhood of the Traveling Pants, The (2005)",3.3,1852,-0.34,0
Lords of Dogtown (2005),3.47,902,-0.24,0
After You (Après vous...) (2003),3.38,109,-0.18,0
Rock School (2005),3.43,232,-0.2,0
Mr. & Mrs. Smith (2005),3.25,17895,-0.42,0
"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",2.02,681,-0.81,0
High Tension (Haute tension) (Switchblade Romance) (2003),3.31,1004,-0.32,0
"Honeymooners, The (2005)",2.05,75,-0.71,0
Parineeta (2005),3.34,61,-0.16,0
Toto le héros (1991),3.68,70,0.02,1
Ladies in Lavender (2004),3.54,220,-0.1,0
It's All Gone Pete Tong (2004),3.54,359,-0.12,0
When Trumpets Fade (1998),3.17,38,-0.22,0
Innocent Voices (Voces inocentes) (2004),3.72,136,-0.01,0
Godzilla vs. Biollante (Gojira vs. Biorante) (1989) ,3.25,68,-0.23,0
Anna and the King of Siam (1946),3.42,57,-0.12,0
Eddie Izzard: Dress to Kill (1999),4.0,640,-0.01,0
Quo Vadis (1951),3.27,142,-0.25,0
Aragami (2003),3.45,32,-0.06,0
Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),3.05,75,-0.34,0
Kings & Queen (Rois et reine) (2004),3.66,54,0.03,1
"Perfect Man, The (2005)",2.92,404,-0.54,0
My Summer of Love (2004),3.36,501,-0.27,0
Heights (2004),3.46,158,-0.17,0
"Bridge of San Luis Rey, The (2004)",2.51,54,-0.56,0
Saint Ralph (2004),3.58,226,-0.09,0
Herbie: Fully Loaded (2005),2.48,1068,-0.76,0
Yes (2004),3.21,67,-0.25,0
Land of the Dead (2005),3.16,1871,-0.43,0
Bewitched (2005),2.53,2483,-0.73,0
Rize (2005),3.5,201,-0.14,0
Home Movie (2001),3.26,40,-0.17,0
Danger: Diabolik (Diabolik) (1968),3.24,95,-0.26,0
Me and You and Everyone We Know (2005),3.75,1647,-0.1,0
"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)",3.68,252,-0.05,0
3 Extremes (Three... Extremes) (Saam gaang yi) (2004),3.5,634,-0.15,0
Happily Ever After (Ils se marièrent et eurent beaucoup d'enfants) (2004),3.17,39,-0.23,0
"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",3.8,1242,-0.06,0
Somebody Up There Likes Me (1956),3.49,75,-0.12,0
"Unmarried Woman, An (1978)",3.42,89,-0.15,0
Man with the Screaming Brain (2005),2.63,51,-0.53,0
Ulzana's Raid (1972),3.41,46,-0.11,0
"New Land, The (Nybyggarna) (1972)",3.8,35,0.12,1
Cop and ½ (1993),2.04,149,-0.75,0
Twenty Bucks (1993),3.14,43,-0.25,0
Deceived (1991),3.0,49,-0.36,0
Room Service (1938),3.31,116,-0.23,0
At the Circus (1939),3.33,130,-0.21,0
"Outfit, The (1973)",3.38,30,-0.08,0
Modigliani (2004),3.58,60,-0.01,0
"I Inside, The (2004)",3.25,104,-0.24,0
War of the Worlds (2005),3.16,14182,-0.46,0
My Brilliant Career (1979),3.46,79,-0.13,0
Godzilla vs. Hedorah (Gojira tai Hedorâ) (Godzilla vs. The Smog Monster) (1971) ,2.96,70,-0.43,0
Gambit (1966),3.5,97,-0.1,0
Billion Dollar Brain (1967),3.08,89,-0.34,0
"March of the Penguins (Marche de l'empereur, La) (2005)",3.64,4542,-0.16,0
"God Who Wasn't There, The (2005)",3.42,85,-0.15,0
Rebound (2005),2.46,138,-0.68,0
Dark Water (2005),2.76,1025,-0.63,0
"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",3.65,386,-0.08,0
Fantastic Four (2005),2.67,8951,-0.72,0
Murderball (2005),3.79,1110,-0.06,0
Saraband (2003),3.7,214,-0.04,0
Wedding Crashers (2005),3.43,15064,-0.31,0
Happy Endings (2005),3.34,309,-0.26,0
C.H.O.M.P.S. (1979),2.08,52,-0.68,0
"Hindenburg, The (1975)",2.81,82,-0.5,0
Twin Sitters (1994),2.9,47,-0.42,0
Russian Dolls (Les poupées russes) (2005),3.53,407,-0.13,0
"Big Sky, The (1952)",3.25,32,-0.16,0
Fighter in the Wind (2004),3.5,39,-0.03,0
Symmetry (Symetria) (2003),3.73,44,0.07,1
Family Resemblances (Un air de famille) (1996),3.76,69,0.06,1
Hustle & Flow (2005),3.58,1070,-0.15,0
Hardware (1990),3.03,292,-0.42,0
Journey Into Fear (1943),2.92,36,-0.39,0
Funny Ha Ha (2002),3.49,81,-0.12,0
"Island, The (2005)",3.41,9542,-0.31,0
Bad News Bears (2005),2.8,664,-0.6,0
"Devil's Rejects, The (2005)",3.33,1528,-0.32,0
Last Days (2005),3.03,384,-0.43,0
November (2004),2.85,69,-0.47,0
Sky High (2005),3.14,2033,-0.44,0
Stealth (2005),2.51,1090,-0.71,0
Must Love Dogs (2005),3.03,1234,-0.47,0
"Aristocrats, The (2005)",3.26,1594,-0.35,0
Twice in a Lifetime (1985),3.0,30,-0.31,0
Georgy Girl (1966),3.44,145,-0.17,0
"Touch of Spice, A (Politiki kouzina) (2003)",3.47,98,-0.14,0
Dust Devil (1992),2.74,31,-0.46,0
Serenity (2005),3.97,15781,-0.08,0
End of Suburbia: Oil Depletion and the Collapse of the American Dream (2004),3.61,56,0.01,1
Sholay (1975),3.64,227,-0.06,0
Broken Flowers (2005),3.6,4856,-0.17,0
Miracles - Mr. Canton and Lady Rose (1989),3.3,42,-0.16,0
Hum Dil De Chuke Sanam (1999),3.31,59,-0.18,0
Baby Face (1933),3.65,110,-0.02,0
"Browning Version, The (1951)",3.9,179,0.04,1
"Heart Is Deceitful Above All Things, The (2004)",3.18,93,-0.29,0
Whispering Corridors (Yeogo Goedam) (1998),3.1,40,-0.27,0
"Dukes of Hazzard, The (2005)",2.48,1549,-0.77,0
The Chumscrubber (2005),3.45,491,-0.23,0
Junebug (2005),3.64,914,-0.12,0
Deuce Bigalow: European Gigolo (2005),2.15,1093,-0.82,0
"Skeleton Key, The (2005)",3.32,2366,-0.34,0
Four Brothers (2005),3.34,1987,-0.32,0
The Great Raid (2005),3.42,431,-0.23,0
Asylum (2005),2.91,68,-0.45,0
Pretty Persuasion (2005),3.28,228,-0.28,0
Grizzly Man (2005),3.85,2723,-0.07,0
"Tree of Wooden Clogs, The (L'albero degli zoccoli) (1978)",3.86,62,0.09,1
"Girl in the Café, The (2005)",3.6,339,-0.09,0
"24th Day, The (2004)",3.03,67,-0.34,0
Prime Cut (1972),3.33,100,-0.21,0
"Best of Everything, The (1959)",3.31,31,-0.13,0
Summer Magic (1963),3.42,39,-0.09,0
"Three Stooges Meet Hercules, The (1962)",2.3,52,-0.64,0
Race with the Devil (1975),3.08,92,-0.34,0
Acacia (2003),2.93,56,-0.42,0
Dirty Money (Un flic) (1972),3.36,93,-0.19,0
My Date with Drew (2004),2.84,116,-0.51,0
Private Resort (1985),2.39,56,-0.63,0
Pusher II: With Blood on My Hands (2004),3.76,317,-0.02,0
Duma (2005),3.52,174,-0.09,0
Lila Says (Lila dit ça) (2004),3.36,37,-0.11,0
Animal Farm (1954),3.47,402,-0.21,0
Teen Witch (1989),3.02,111,-0.37,0
Black (2005),3.45,46,-0.09,0
"40-Year-Old Virgin, The (2005)",3.46,20667,-0.3,0
Toolbox Murders (2004),2.42,36,-0.59,0
Red Eye (2005),3.14,2215,-0.44,0
Man of the West (1958),3.4,105,-0.18,0
Main Hoon Na (2004),3.33,106,-0.22,0
Dilwale Dulhania Le Jayenge (1995),3.75,253,-0.02,0
Dreamchild (1985),3.17,32,-0.21,0
Hidden (a.k.a. Cache) (Caché) (2005),3.69,1627,-0.11,0
Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),3.02,465,-0.44,0
Strings (2004),3.64,36,0.06,1
Kin-Dza-Dza! (1986),3.98,815,-0.02,0
Comrades: Almost a Love Story (Tian mi mi) (1996),3.59,54,0.01,1
Valiant (2005),2.7,481,-0.63,0
"Brothers Grimm, The (2005)",2.92,3830,-0.6,0
"Holy Girl, The (Niña santa, La) (2004)",3.55,39,0.02,1
"Baxter, The (2005)",3.28,153,-0.26,0
"Cave, The (2005)",2.65,606,-0.66,0
Undiscovered (2005),2.44,36,-0.58,0
Dirty Deeds (2005),3.04,147,-0.38,0
"Constant Gardener, The (2005)",3.69,5253,-0.14,0
Transporter 2 (2005),3.17,3724,-0.43,0
Margaret Cho: Assassin (2005),3.11,64,-0.3,0
Just Like Heaven (2005),3.5,2470,-0.19,0
Proof (2005),3.45,1291,-0.26,0
Lord of War (2005),3.77,13185,-0.11,0
Venom (2005),2.15,132,-0.73,0
Cry_Wolf (a.k.a. Cry Wolf) (2005),2.87,323,-0.55,0
Everything Is Illuminated (2005),3.77,2064,-0.08,0
Thumbsucker (2005),3.42,750,-0.26,0
"Thing About My Folks, The (2005)",3.34,54,-0.15,0
HellBent (2004),2.55,33,-0.51,0
In Old Chicago (1937),2.99,40,-0.38,0
Born in Flames (1983),3.56,39,0.02,1
Revenge of the Ninja (1983),2.79,38,-0.45,0
Sometimes in April (2005),3.62,38,0.04,1
Police Story 2 (Ging chaat goo si juk jaap) (1988),3.54,310,-0.12,0
"Jour se lève, Le (Daybreak) (1939)",3.51,70,-0.04,0
Go West (1940),3.27,100,-0.24,0
Why We Fight (2005),3.94,899,-0.02,0
"Companeros (Vamos a matar, compañeros) (1970)",3.45,38,-0.08,0
200 Motels (1971),2.84,43,-0.44,0
Gertrud (1964),3.59,77,-0.02,0
Come Drink with Me (Da zui xia) (1966),3.36,80,-0.18,0
Kitty Foyle (1940),3.59,35,0.04,1
Doom (2005),2.45,2360,-0.78,0
Domino (2005),3.0,1445,-0.56,0
Waiting... (2005),3.38,1780,-0.3,0
Aeon Flux (2005),2.91,4371,-0.61,0
"Unfinished Life, An (2005)",3.57,592,-0.13,0
"Man, The (2005)",2.79,333,-0.58,0
Survive Style 5+ (2004),3.81,296,-0.01,0
Woyzeck (1979),3.57,211,-0.09,0
It's a Gift (1934),3.26,72,-0.22,0
"Exorcism of Emily Rose, The (2005)",3.22,2096,-0.39,0
Flightplan (2005),3.14,3361,-0.45,0
Corpse Bride (2005),3.55,10271,-0.21,0
Green Street Hooligans (a.k.a. Hooligans) (2005),3.68,2115,-0.12,0
"History of Violence, A (2005)",3.65,6618,-0.16,0
Oliver Twist (2005),3.4,555,-0.25,0
"Greatest Game Ever Played, The (2005)",3.64,625,-0.1,0
Capote (2005),3.68,5246,-0.14,0
"Anderson Tapes, The (1971)",3.34,82,-0.19,0
Final Fantasy VII: Advent Children (2004),3.39,2104,-0.3,0
Roll Bounce (2005),2.93,89,-0.46,0
Daltry Calhoun (2005),2.25,30,-0.6,0
Into the Blue (2005),2.94,870,-0.56,0
"Prize Winner of Defiance Ohio, The (2005)",3.63,276,-0.07,0
MirrorMask (2005),3.62,1372,-0.14,0
Innocence (2004),3.49,178,-0.17,0
4 (2005),3.3,43,-0.16,0
"Flowers of St. Francis (Francesco, giullare di Dio) (1950)",3.49,49,-0.08,0
Medea (1988),3.37,38,-0.12,0
Wallace & Gromit in The Curse of the Were-Rabbit (2005),3.67,7579,-0.15,0
Seven Swords (Chat gim) (2005),3.13,69,-0.29,0
Kiss Kiss Bang Bang (2005),3.84,9526,-0.09,0
Wishing Stairs (Yeogo goedam 3: Yeowoo gyedan) (2003),3.13,46,-0.26,0
"Bittersweet Life, A (Dalkomhan insaeng) (2005)",3.81,677,-0.04,0
Dumplings (Gaau ji) (2004),3.32,235,-0.26,0
"Short Film About Love, A (Krótki film o milosci) (1988)",4.0,501,0.0,1
"All This, and Heaven Too (1940)",3.72,40,0.08,1
Bubble (2006),3.35,211,-0.24,0
Darwin's Nightmare (2004),3.56,119,-0.06,0
Beowulf & Grendel (2005),2.97,258,-0.5,0
No Direction Home: Bob Dylan (2005),3.92,927,-0.03,0
Valerie and Her Week of Wonders (Valerie a týden divu) (1970),3.66,227,-0.06,0
Everybody's Fine (Stanno tutti bene) (1990),3.79,38,0.11,1
Hail the Conquering Hero (1944),3.75,111,0.01,1
Goal! The Dream Begins (Goal!) (2005),3.31,445,-0.29,0
Speak (2004),3.58,245,-0.09,0
"Wraith, The (1986)",2.89,136,-0.5,0
Factotum (2005),3.29,322,-0.29,0
Sweet Movie (1974),3.11,94,-0.33,0
Don't Come Knocking (2005),3.25,130,-0.28,0
In Her Shoes (2005),3.27,1860,-0.36,0
55 Days at Peking (1963),3.25,61,-0.21,0
Dead & Breakfast (2004),2.83,38,-0.44,0
Freeze Frame (2004),3.1,39,-0.26,0
Punishment Park (1971),3.52,106,-0.07,0
"Squid and the Whale, The (2005)",3.68,3028,-0.13,0
Two for the Money (2005),3.01,552,-0.45,0
Separate Lies (2005),3.34,97,-0.2,0
Brokeback Mountain (2005),3.6,10499,-0.18,0
Elizabethtown (2005),3.11,1784,-0.45,0
North Country (2005),3.55,812,-0.15,0
"Good Night, and Good Luck. (2005)",3.78,5047,-0.1,0
Dreamer: Inspired by a True Story (2005),3.51,299,-0.12,0
Detective Story (1951),3.57,88,-0.04,0
"Proposition, The (2005)",3.75,1556,-0.08,0
Dandelion (2004),3.24,37,-0.19,0
C.S.A.: The Confederate States of America (2004),3.04,178,-0.39,0
"Fog, The (2005)",2.1,613,-0.81,0
Loggerheads (2005),3.04,40,-0.29,0
Left Behind: World at War (2005),2.05,85,-0.71,0
Protocols of Zion (2005),2.69,31,-0.47,0
Shopgirl (2005),3.26,997,-0.34,0
Kids in America (2005),3.09,32,-0.25,0
Where the Truth Lies (2005),3.23,350,-0.33,0
After School Special (a.k.a. Barely Legal) (2003),2.56,103,-0.6,0
Stay (2005),3.47,1218,-0.25,0
"Legend of Zorro, The (2005)",3.1,2644,-0.46,0
New York Doll (2005),3.57,82,-0.04,0
"Weather Man, The (2005)",3.19,1967,-0.41,0
Saw II (2005),2.93,5683,-0.61,0
Prime (2005),3.14,754,-0.41,0
One Wonderful Sunday (Subarashiki nichiyobi) (1947),3.3,35,-0.14,0
Will Success Spoil Rock Hunter? (1957),3.31,48,-0.16,0
Don't Move (Non ti muovere) (2004),3.31,39,-0.15,0
"Race for Your Life, Charlie Brown (1977)",3.34,73,-0.18,0
Teorema (1968),3.57,151,-0.07,0
Little Fish (2005),3.37,95,-0.18,0
Champion (1949),3.29,35,-0.15,0
Life is a Miracle (Zivot je cudo) (2004),3.85,175,0.03,1
Tarzan the Ape Man (1932),3.08,63,-0.31,0
Tarzan and His Mate (1934),3.14,59,-0.28,0
Midnight Lace (1960),3.45,33,-0.06,0
Empire of the Wolves (L'empire des loups) (2005),3.07,69,-0.32,0
"Great Yokai War, The (Yôkai daisensô) (2005)",2.98,33,-0.36,0
"Swindle, The (Bidone, Il) (1955)",3.64,54,0.02,1
Manderlay (2005),3.68,615,-0.09,0
Nine Lives (2005),3.5,204,-0.11,0
South Central (1992),2.95,55,-0.42,0
Damnation Alley (1977),2.89,40,-0.41,0
"Bridges at Toko-Ri, The (1954)",3.32,53,-0.17,0
"Love on the Run (Amour en fuite, L') (1979)",3.47,57,-0.1,0
Duck Season (Temporada de patos) (2004),3.38,111,-0.18,0
"Adventures of Prince Achmed, The (Abenteuer des Prinzen Achmed, Die) (1926)",3.71,127,-0.0,0
Revolver (2005),3.45,1194,-0.25,0
Wild Zero (2000),3.45,68,-0.12,0
Jarhead (2005),3.45,5197,-0.29,0
Holy Guests (Ha-Ushpizin) (2004),3.64,103,-0.02,0
Chicken Little (2005),2.72,2651,-0.68,0
Romance & Cigarettes (2005),2.92,96,-0.47,0
Dead Man's Shoes (2004),3.77,740,-0.05,0
Joyeux Noël (Merry Christmas) (2005),3.79,689,-0.05,0
Brides of Dracula (1960),3.16,51,-0.26,0
"House That Dripped Blood, The (1971)",2.98,49,-0.4,0
"Gorgon, The (1964)",3.07,43,-0.29,0
Night of the Lepus (1972),2.26,45,-0.63,0
"Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990)",3.67,248,-0.05,0
Zombie and the Ghost Train (Zombie ja Kummitusjuna) (1991),3.5,34,-0.02,0
Get Rich or Die Tryin' (2005),2.88,249,-0.53,0
Sword of the Beast (Kedamono no ken) (1965),3.75,30,0.12,1
Just Friends (2005),3.13,1624,-0.43,0
Syriana (2005),3.53,4427,-0.2,0
